75.8491,1.74913,9.14332,0.154446,8.54828,-4.18658e-05,-3.26685e-05
76.7635,1.74909,9.15877,-0.145554,8.54828,-4.29277e-05,-3.29896e-05
77.6793,1.74905,9.14421,0.154446,8.54828,-4.39945e-05,-3.31899e-05
78.5938,1.74901,9.15966,-0.145554,8.54828,-4.50736e-05,-3.3519e-05
79.5097,1.74897,9.1451,0.154446,8.54828,-4.61575e-05,-3.37204e-05
80.4242,1.74893,9.16055,-0.145554,8.54828,-4.7254e-05,-3.40575e-05
81.3403,1.74889,9.14599,0.154446,8.54828,-4.83554e-05,-3.42599e-05
82.2549,1.74884,9.16144,-0.145554,8.54828,-4.94696e-05,-3.46053e-05
83.171,1.7488,9.14688,0.154446,8.54828,-5.05887e-05,-3.48087e-05
84.0857,1.74875,9.16233,-0.145554,8.54828,-5.17209e-05,-3.51624e-05
85.002,1.7487,9.14777,0.154446,8.54828,-5.2858e-05,-3.53669e-05
85.9167,1.74865,9.16321,-0.145554,8.54828,-5.40087e-05,-3.57291e-05
86.8331,1.74861,9.14866,0.154446,8.54828,-5.51641e-05,-3.59347e-05
87.7479,1.74855,9.1641,-0.145554,8.54828,-5.63334e-05,-3.63055e-05
88.6643,1.7485,9.14955,0.154446,8.54828,-5.75075e-05,-3.65122e-05
89.5793,1.74845,9.16499,-0.145554,8.54828,-5.86957e-05,-3.68919e-05
90.4958,1.7484,9.15044,0.154446,8.54828,-5.98888e-05,-3.70997e-05
91.4108,1.74834,9.16588,-0.145554,8.54828,-6.10964e-05,-3.74883e-05
92.3274,1.74829,9.15133,0.154446,8.54828,-6.23088e-05,-3.76973e-05
93.2426,1.74823,9.16677,-0.145554,8.54828,-6.3536e-05,-3.8095e-05
94.1592,1.74817,9.15222,0.154446,8.54828,-6.47681e-05,-3.83051e-05
95.0745,1.74811,9.16766,-0.145554,8.54828,-6.60152e-05,-3.87121e-05
95.9912,1.74805,9.1531,0.154446,8.54828,-6.72673e-05,-3.89235e-05
96.9065,1.74799,9.16855,-0.145554,8.54828,-6.85348e-05,-3.93398e-05
97.8234,1.74793,9.15399,-0.145554,8.54828,-6.98072e-05,-3.95782e-05
98.7388,1.74786,9.13944,-0.145554,8.54828,-7.10954e-05,-3.97785e-05
99.6527,1.7478,9.12488,-0.145554,8.54828,-7.23893e-05,-3.83413e-05
100.565,1.74773,9.11033,-0.145554,8.54828,-7.36877e-05,-3.77182e-05
101.476,1.74766,9.09577,-0.145554,8.54828,-7.49372e-05,-3.59236e-05
102.386,1.7476,9.08122,-0.145554,8.54828,-7.61644e-05,-3.51344e-05
103.294,1.74753,9.06666,-0.145554,8.54828,-7.73314e-05,-3.32995e-05
104.201,1.74746,9.05211,-0.145554,8.54828,-7.84709e-05,-3.2472e-05
105.106,1.74739,9.03755,-0.145554,8.54828,-7.95492e-05,-3.2171e-05
106.01,1.74731,9.023,-0.145554,8.54828,-8.0599e-05,-3.05037e-05
106.912,1.74724,9.00844,-0.145554,8.54828,-8.16374e-05,-2.97088e-05
107.813,1.74717,8.99388,-0.145554,8.54828,-8.26203e-05,-2.78019e-05
108.712,1.74709,8.97933,-0.145554,8.54828,-8.35762e-05,-2.68855e-05
109.61,1.74702,8.96477,-0.145554,8.54828,-8.44692e-05,-2.49565e-05
110.507,1.74694,8.95022,-0.145554,8.54828,-8.53314e-05,-2.40104e-05
111.402,1.74687,8.93566,-0.145554,8.54828,-8.61304e-05,-2.23433e-05
112.295,1.74679,8.92111,-0.145554,8.54828,-8.68979e-05,-2.15039e-05
113.187,1.74671,8.90655,-0.145554,8.54828,-8.7611e-05,-1.98837e-05
114.078,1.74663,8.892,-0.145554,8.54828,-8.82961e-05,-1.90472e-05
114.967,1.74656,8.87744,-0.145554,8.54828,-8.89286e-05,-1.77771e-05
115.855,1.74648,8.86289,-0.145554,8.54828,-8.95335e-05,-1.71013e-05
116.741,1.7464,8.84833,-0.145554,8.54828,-9.00971e-05,-1.67341e-05
117.626,1.74632,8.83377,-0.145554,8.54828,-9.06384e-05,-1.38144e-05
118.509,1.74624,8.81922,-0.145554,8.54828,-9.11672e-05,-1.2263e-05
119.391,1.74616,8.80466,-0.145554,8.54828,-9.1603e-05,-1.08859e-05
120.272,1.74608,8.79011,-0.145554,8.54828,-9.19893e-05,-1.01346e-05
121.151,1.746,8.77555,-0.145554,8.54828,-9.23316e-05,-1.01456e-05
122.028,1.74591,8.761,-0.145554,8.54828,-9.26498e-05,-1.00826e-05
122.904,1.74583,8.74644,-0.145554,8.54828,-9.29677e-05,-1.03899e-05
123.779,1.74575,8.73189,-0.145554,8.54828,-9.32832e-05,-1.04383e-05
124.652,1.74567,8.71733,-0.145554,8.54828,-9.36078e-05,-1.03396e-05
125.524,1.74559,8.70278,-0.145554,8.54828,-9.39333e-05,-1.01732e-05
126.394,1.74551,8.68822,-0.145554,8.54828,-9.42552e-05,-9.97513e-06
127.263,1.74543,8.67367,-0.145554,8.54828,-9.45714e-05,-4.2714e-07
128.13,1.74534,8.65911,-0.145554,8.54828,-9.48809e-05,4.63318e-06
128.996,1.74526,8.64455,-0.145554,8.54828,-9.48942e-05,7.07318e-06
129.861,1.74518,8.63,-0.145554,8.54828,-9.47509e-05,8.33217e-06
130.724,1.7451,8.61544,-0.145554,8.54828,-9.45325e-05,9.07102e-06
131.585,1.74502,8.60089,-0.145554,8.54828,-9.42757e-05,9.59657e-06
132.445,1.74493,8.58633,-0.145554,8.54828,-9.39966e-05,1.00321e-05
133.304,1.74485,8.57178,-0.145554,8.54828,-9.37018e-05,5.44986e-06
134.161,1.74477,8.55722,-0.145554,8.54828,-9.33942e-05,3.22477e-06
135.017,1.74469,8.54267,-0.145554,8.54828,-9.32273e-05,3.20911e-06
