0,1.75,0,0.299788,5.62501,0,-1.16755e-25
0,1.75,0.0299788,0.599786,5.62501,0,8.94422e-17
0.00299788,1.75,0.0899575,0.899571,5.65363,0,5.10458e-15
0.0119936,1.75,0.179915,1.19849,5.71083,9.57633e-21,1.16385e-13
0.0299851,1.75,0.299763,1.49826,5.79646,1.64956e-18,1.58526e-12
0.0599614,1.75,0.449589,1.79803,5.91029,7.64332e-17,9.66509e-12
0.10492,1.75,0.629392,2.0978,6.05218,1.77359e-15,6.55977e-11
0.16786,1.75,0.839172,2.39757,6.22181,1.72926e-14,3.56905e-10
0.251777,1.75,1.07893,2.69756,6.41877,1.64745e-13,1.4299e-09
0.35967,1.75,1.34868,2.99756,6.64248,1.2344e-12,4.63709e-09
0.494538,1.75,1.64844,3.02174,6.89211,6.74425e-12,1.25522e-08
0.659382,1.75,1.95062,2.82887,7.16643,2.90799e-11,2.8954e-08
0.854444,1.75,2.2335,3.12887,7.43883,1.02978e-10,5.70496e-08
1.07779,1.75,2.54639,2.89011,7.68909,3.04686e-10,1.00672e-07
1.33243,1.75,2.8354,3.1901,7.96002,7.59758e-10,1.56087e-07
1.61597,1.75,3.15441,3.01155,8.20312,1.6753e-09,2.20337e-07
1.93141,1.75,3.45557,2.91397,8.46284,3.2559e-09,2.81952e-07
2.27697,1.75,3.74696,3.21305,8.69755,5.73816e-09,3.27489e-07
2.65167,1.75,4.06827,2.92067,8.91345,9.21783e-09,3.53094e-07
3.05849,1.75,4.36034,3.21968,9.1378,1.36003e-08,3.46182e-07
3.49453,1.75,4.6823,2.95678,9.32603,1.87306e-08,3.17069e-07
3.96276,1.75,4.97798,3.25677,9.51564,2.41215e-08,2.65721e-07
4.46056,1.75,5.30366,2.99677,9.66926,2.94237e-08,2.06897e-07
4.99092,1.75,5.60334,3.01771,9.81523,3.41479e-08,1.4704e-07
5.55126,1.75,5.90511,2.90152,9.92306,3.80668e-08,9.48625e-08
6.14177,1.75,6.19526,3.20149,10.0043,4.10094e-08,5.36935e-08
6.76129,1.75,6.51541,2.9059,10.0529,4.301e-08,2.5312e-08
7.41283,1.75,6.806,2.60591,10.0727,4.4198e-08,7.80007e-09
8.09343,1.75,7.06659,2.30594,10.0525,4.4787e-08,-1.65522e-09
8.80009,1.75,7.29718,2.21598,9.99931,4.49766e-08,-5.60215e-09
9.52981,1.75,7.51878,1.91613,9.92057,4.49348e-08,-6.32019e-09
10.2817,1.75,7.7104,1.80731,9.81637,4.47888e-08,-5.28421e-09
11.0527,1.75,7.89113,1.50731,9.69765,4.46191e-08,-3.52543e-09
11.8418,1.75,8.04186,1.54751,9.56148,4.44736e-08,-1.68415e-09
12.646,1.75,8.19661,1.24751,9.42244,4.43743e-08,2.35933e-10
13.4657,1.75,8.32136,0.947509,9.26262,4.43259e-08,2.19243e-09
14.2978,1.75,8.41611,1.02221,9.10838,4.43328e-08,3.48734e-09
15.1394,1.75,8.51833,0.722212,8.96649,4.4398e-08,4.64426e-09
15.9913,1.75,8.59055,0.422212,8.8067,4.45028e-08,5.4561e-09
16.8503,1.75,8.63277,0.722212,8.66565,4.46441e-08,6.40877e-09
17.7136,1.75,8.705,0.422212,8.54828,4.48115e-08,7.01123e-09
18.5841,1.75,8.74722,0.122213,8.54828,4.50091e-08,-1.96412e-06
19.4588,1.75,8.75944,0.422213,8.54828,4.5227e-08,-3.24904e-06
20.3348,1.75,8.80166,0.122213,8.54828,-1.61322e-08,-4.18029e-06
21.2149,1.75,8.81388,0.422213,8.54828,-1.17774e-07,-4.90636e-06
22.0963,1.75,8.8561,0.122213,8.54828,-2.49179e-07,-5.57753e-06
22.9819,1.75,8.86832,0.422213,8.54828,-4.03622e-07,-6.31208e-06
23.8688,1.75,8.91054,0.122213,8.54828,-5.80034e-07,-6.87164e-06
24.7598,1.75,8.92277,0.422213,8.54828,-7.79954e-07,-7.4637e-06
25.6521,1.75,8.96499,0.122213,8.54828,-9.98632e-07,-8.07357e-06
26.5486,1.75,8.97721,0.422213,8.54828,-1.23648e-06,-8.69351e-06
27.4463,1.75,9.01943,0.122213,8.54828,-1.49498e-06,-9.33069e-06
28.3483,1.75,9.03165,0.375835,8.54828,-1.7737e-06,-9.96544e-06
29.2514,1.74999,9.06923,0.0758353,8.54828,-2.07427e-06,-1.06103e-05
30.1583,1.74999,9.07682,0.375835,8.54828,-2.39571e-06,-1.1246e-05
31.066,1.74999,9.1144,0.0758353,8.54828,-2.73938e-06,-1.18998e-05
31.9775,1.74999,9.12198,0.154446,8.54828,-3.10394e-06,-1.2563e-05
32.8897,1.74998,9.13743,-0.145554,8.54828,-3.4913e-06,-1.3243e-05
33.8034,1.74998,9.12287,0.154446,8.54828,-3.90058e-06,-1.39584e-05
34.7157,1.74998,9.13832,-0.145554,8.54828,-4.33275e-06,-1.47621e-05
35.6295,1.74997,9.12376,0.154446,8.54828,-4.78754e-06,-1.54327e-05
36.5419,1.74997,9.13921,-0.145554,8.54828,-5.26933e-06,-1.61171e-05
37.4558,1.74996,9.12465,0.154446,8.54828,-5.7722e-06,-1.68672e-05
38.3683,1.74996,9.1401,-0.145554,8.54828,-6.29826e-06,-1.7589e-05
39.2823,1.74995,9.12554,0.154446,8.54828,-6.84793e-06,-1.83313e-05
40.1949,1.74995,9.14099,-0.145554,8.54828,-7.42209e-06,-1.90594e-05
41.109,1.74994,9.12643,0.154446,8.54828,-8.01953e-06,-1.993e-05
42.0216,1.74993,9.14187,-0.145554,8.54828,-8.64175e-06,-2.0631e-05
42.9358,1.74993,9.12732,0.154446,8.54828,-9.29136e-06,-2.1376e-05
43.8485,1.74992,9.14276,-0.145554,8.54828,-9.96495e-06,-2.21259e-05
44.7628,1.74991,9.12821,0.154446,8.54828,-1.06618e-05,-2.29322e-05
45.6756,1.7499,9.14365,-0.145554,8.54828,-1.13842e-05,-2.36964e-05
46.59,1.74989,9.1291,0.154446,8.54828,-1.21318e-05,-2.44898e-05
47.5029,1.74988,9.14454,-0.145554,8.54828,-1.29057e-05,-2.52165e-05
48.4173,1.74986,9.12999,0.154446,8.54828,-1.37041e-05,-2.56324e-05
49.3303,1.74985,9.14543,-0.145554,8.54828,-1.45277e-05,-2.59408e-05
50.2449,1.74984,9.13088,0.154446,8.54828,-1.53635e-05,-2.61663e-05
51.158,1.74982,9.14632,-0.145554,8.54828,-1.62108e-05,-2.64055e-05
52.0726,1.74981,9.13177,0.154446,8.54828,-1.70641e-05,-2.66025e-05
52.9858,1.74979,9.14721,-0.145554,8.54828,-1.79266e-05,-2.68371e-05
53.9005,1.74978,9.13265,0.154446,8.54828,-1.87942e-05,-2.70308e-05
54.8138,1.74976,9.1481,-0.145554,8.54828,-1.96709e-05,-2.72701e-05
55.7286,1.74974,9.13354,0.154446,8.54828,-2.05526e-05,-2.74638e-05
56.6419,1.74972,9.14899,-0.145554,8.54828,-2.14435e-05,-2.77096e-05
57.5568,1.7497,9.13443,0.154446,8.54828,-2.23394e-05,-2.79039e-05
58.4703,1.74968,9.14988,-0.145554,8.54828,-2.32448e-05,-2.81561e-05
59.3853,1.74966,9.13532,0.154446,8.54828,-2.41551e-05,-2.8351e-05
60.2988,1.74964,9.15077,-0.145554,8.54828,-2.50752e-05,-2.86099e-05
61.2139,1.74962,9.13621,0.154446,8.54828,-2.60002e-05,-2.88041e-05
62.1275,1.74959,9.15166,-0.145554,8.54828,-2.69352e-05,-2.90675e-05
63.0427,1.74957,9.1371,0.154446,8.54828,-2.78751e-05,-2.92608e-05
63.9564,1.74954,9.15254,-0.145554,8.54828,-2.88251e-05,-2.95303e-05
64.8716,1.74952,9.13799,0.154446,8.54828,-2.978e-05,-2.97241e-05
65.7854,1.74949,9.15343,-0.145554,8.54828,-3.07453e-05,-3.00006e-05
66.7008,1.74946,9.13888,0.154446,8.54828,-3.17153e-05,-3.01952e-05
67.6146,1.74943,9.15432,-0.145554,8.54828,-3.26961e-05,-3.04781e-05
68.5301,1.7494,9.13977,0.154446,8.54828,-3.36816e-05,-3.06724e-05
69.4441,1.74937,9.15521,-0.145554,8.54828,-3.46781e-05,-3.09616e-05
70.3596,1.74934,9.14066,0.154446,8.54828,-3.56793e-05,-3.11572e-05
71.2736,1.74931,9.1561,-0.145554,8.54828,-3.66916e-05,-3.14547e-05
72.1893,1.74927,9.14155,0.154446,8.54828,-3.77088e-05,-3.16519e-05
73.1034,1.74924,9.15699,-0.145554,8.54828,-3.87373e-05,-3.19574e-05
74.0191,1.7492,9.14244,0.154446,8.54828,-3.97707e-05,-3.21558e-05
74.9334,1.74917,9.15788,-0.145554,8.54828,-4.08158e-05,-3.24691e-05
